  ** CALCULATED NUMBER DENSITIES (/CM^3) ** 


   RADIUS         H              RH             GH             H+             H-             GH2            H2+            RH2            H3+            He          
      1.020E+014     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     3.683E+006
      1.093E+014     2.957E-002     0.000E+000     0.000E+000     7.173E-007     1.219E-008     0.000E+000     5.706E-009     0.000E+000     5.727E-006     3.208E+006
      1.171E+014     5.136E-002     0.000E+000     0.000E+000     7.112E-007     1.219E-008     0.000E+000     5.706E-009     0.000E+000     5.702E-006     2.794E+006
      1.255E+014     6.674E-002     0.000E+000     0.000E+000     7.052E-007     1.219E-008     0.000E+000     5.706E-009     0.000E+000     5.677E-006     2.433E+006
      1.345E+014     7.705E-002     0.000E+000     0.000E+000     6.992E-007     1.218E-008     0.000E+000     5.706E-009     0.000E+000     5.652E-006     2.119E+006
      1.441E+014     8.335E-002     0.000E+000     0.000E+000     6.931E-007     1.218E-008     0.000E+000     5.706E-009     0.000E+000     5.627E-006     1.846E+006
      1.544E+014     8.653E-002     0.000E+000     0.000E+000     6.870E-007     1.218E-008     0.000E+000     5.705E-009     0.000E+000     5.601E-006     1.608E+006
      1.654E+014     8.734E-002     0.000E+000     0.000E+000     6.809E-007     1.218E-008     0.000E+000     5.705E-009     0.000E+000     5.575E-006     1.400E+006
      1.773E+014     8.646E-002     0.000E+000     0.000E+000     6.748E-007     1.218E-008     0.000E+000     5.705E-009     0.000E+000     5.549E-006     1.220E+006
      1.899E+014     8.447E-002     0.000E+000     0.000E+000     6.687E-007     1.217E-008     0.000E+000     5.705E-009     0.000E+000     5.522E-006     1.062E+006
      2.035E+014     8.177E-002     0.000E+000     0.000E+000     6.626E-007     1.217E-008     0.000E+000     5.705E-009     0.000E+000     5.496E-006     9.252E+005
      2.181E+014     7.866E-002     0.000E+000     0.000E+000     6.565E-007     1.217E-008     0.000E+000     5.705E-009     0.000E+000     5.468E-006     8.058E+005
      2.337E+014     7.532E-002     0.000E+000     0.000E+000     6.504E-007     1.216E-008     0.000E+000     5.705E-009     0.000E+000     5.441E-006     7.018E+005
      2.504E+014     7.186E-002     0.000E+000     0.000E+000     6.442E-007     1.216E-008     0.000E+000     5.705E-009     0.000E+000     5.413E-006     6.113E+005
      2.683E+014     6.834E-002     0.000E+000     0.000E+000     6.381E-007     1.216E-008     0.000E+000     5.705E-009     0.000E+000     5.385E-006     5.324E+005
      2.875E+014     6.480E-002     0.000E+000     0.000E+000     6.320E-007     1.215E-008     0.000E+000     5.705E-009     0.000E+000     5.357E-006     4.637E+005
      3.080E+014     6.129E-002     0.000E+000     0.000E+000     6.259E-007     1.215E-008     0.000E+000     5.705E-009     0.000E+000     5.328E-006     4.039E+005
      3.301E+014     5.783E-002     0.000E+000     0.000E+000     6.197E-007     1.214E-008     0.000E+000     5.705E-009     0.000E+000     5.299E-006     3.517E+005
      3.537E+014     5.443E-002     0.000E+000     0.000E+000     6.136E-007     1.214E-008     0.000E+000     5.705E-009     0.000E+000     5.270E-006     3.064E+005
      3.790E+014     5.111E-002     0.000E+000     0.000E+000     6.075E-007     1.213E-008     0.000E+000     5.705E-009     0.000E+000     5.241E-006     2.668E+005
      4.061E+014     4.790E-002     0.000E+000     0.000E+000     6.013E-007     1.213E-008     0.000E+000     5.705E-009     0.000E+000     5.211E-006     2.324E+005
      4.351E+014     4.483E-002     0.000E+000     0.000E+000     5.952E-007     1.212E-008     0.000E+000     5.705E-009     0.000E+000     5.181E-006     2.024E+005
      4.662E+014     4.190E-002     0.000E+000     0.000E+000     5.891E-007     1.212E-008     0.000E+000     5.705E-009     0.000E+000     5.151E-006     1.763E+005
      4.996E+014     3.915E-002     0.000E+000     0.000E+000     5.830E-007     1.211E-008     0.000E+000     5.705E-009     0.000E+000     5.120E-006     1.535E+005
      5.353E+014     3.659E-002     0.000E+000     0.000E+000     5.768E-007     1.210E-008     0.000E+000     5.705E-009     0.000E+000     5.089E-006     1.337E+005
      5.736E+014     3.428E-002     0.000E+000     0.000E+000     5.707E-007     1.209E-008     0.000E+000     5.705E-009     0.000E+000     5.058E-006     1.165E+005
      6.146E+014     3.225E-002     0.000E+000     0.000E+000     5.646E-007     1.208E-008     0.000E+000     5.705E-009     0.000E+000     5.026E-006     1.014E+005
      6.586E+014     3.057E-002     0.000E+000     0.000E+000     5.585E-007     1.207E-008     0.000E+000     5.705E-009     0.000E+000     4.995E-006     8.835E+004
      7.057E+014     2.938E-002     0.000E+000     0.000E+000     5.524E-007     1.205E-008     0.000E+000     5.705E-009     0.000E+000     4.963E-006     7.695E+004
      7.561E+014     2.881E-002     0.000E+000     0.000E+000     5.463E-007     1.203E-008     0.000E+000     5.705E-009     0.000E+000     4.930E-006     6.702E+004
      8.102E+014     2.911E-002     0.000E+000     0.000E+000     5.402E-007     1.201E-008     0.000E+000     5.705E-009     0.000E+000     4.898E-006     5.837E+004
      8.682E+014     3.056E-002     0.000E+000     0.000E+000     5.341E-007     1.197E-008     0.000E+000     5.705E-009     0.000E+000     4.865E-006     5.084E+004
      9.303E+014     3.354E-002     0.000E+000     0.000E+000     5.281E-007     1.192E-008     0.000E+000     5.705E-009     0.000E+000     4.832E-006     4.428E+004
      9.968E+014     3.851E-002     0.000E+000     0.000E+000     5.220E-007     1.186E-008     0.000E+000     5.705E-009     0.000E+000     4.798E-006     3.857E+004
      1.068E+015     4.601E-002     0.000E+000     0.000E+000     5.160E-007     1.176E-008     0.000E+000     5.705E-009     0.000E+000     4.764E-006     3.359E+004
      1.144E+015     5.666E-002     0.000E+000     0.000E+000     5.100E-007     1.163E-008     0.000E+000     5.705E-009     0.000E+000     4.730E-006     2.926E+004
      1.226E+015     7.113E-002     0.000E+000     0.000E+000     5.041E-007     1.145E-008     0.000E+000     5.705E-009     0.000E+000     4.696E-006     2.548E+004
      1.314E+015     9.013E-002     0.000E+000     0.000E+000     4.983E-007     1.122E-008     0.000E+000     5.705E-009     0.000E+000     4.661E-006     2.219E+004
      1.408E+015     1.144E-001     0.000E+000     0.000E+000     4.925E-007     1.090E-008     0.000E+000     5.705E-009     0.000E+000     4.626E-006     1.933E+004
      1.509E+015     1.445E-001     0.000E+000     0.000E+000     4.870E-007     1.050E-008     0.000E+000     5.705E-009     0.000E+000     4.591E-006     1.684E+004
