  ** CALCULATED FRACTIONAL ABUNDANCES (/H2) ** 


   RADIUS         H              RH             GH             H+             H-             GH2            H2+            RH2            H3+            He          
      1.020E+014     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     8.500E-002
      1.093E+014     4.732E-001     0.000E+000     0.000E+000     2.581E-013     2.053E-015     0.000E+000     1.959E-017     0.000E+000     2.168E-014     8.500E-002
      1.171E+014     4.741E-001     0.000E+000     0.000E+000     1.032E-013     5.295E-015     0.000E+000     2.245E-017     0.000E+000     1.811E-014     8.500E-002
      1.255E+014     4.317E-001     0.000E+000     0.000E+000     1.057E-013     5.178E-015     0.000E+000     2.730E-017     0.000E+000     2.341E-014     8.500E-002
      1.345E+014     3.965E-001     0.000E+000     0.000E+000     1.094E-013     4.860E-015     0.000E+000     3.275E-017     0.000E+000     2.938E-014     8.500E-002
      1.441E+014     3.668E-001     0.000E+000     0.000E+000     1.143E-013     4.624E-015     0.000E+000     3.891E-017     0.000E+000     3.611E-014     8.500E-002
      1.544E+014     3.418E-001     0.000E+000     0.000E+000     1.202E-013     4.406E-015     0.000E+000     4.592E-017     0.000E+000     4.370E-014     8.500E-002
      1.654E+014     3.204E-001     0.000E+000     0.000E+000     1.272E-013     4.198E-015     0.000E+000     5.391E-017     0.000E+000     5.226E-014     8.500E-002
      1.773E+014     3.022E-001     0.000E+000     0.000E+000     1.353E-013     4.002E-015     0.000E+000     6.304E-017     0.000E+000     6.193E-014     8.500E-002
      1.899E+014     2.864E-001     0.000E+000     0.000E+000     1.447E-013     3.814E-015     0.000E+000     7.350E-017     0.000E+000     7.286E-014     8.500E-002
      2.035E+014     2.728E-001     0.000E+000     0.000E+000     1.553E-013     3.636E-015     0.000E+000     8.549E-017     0.000E+000     8.522E-014     8.500E-002
      2.181E+014     2.610E-001     0.000E+000     0.000E+000     1.674E-013     3.467E-015     0.000E+000     9.923E-017     0.000E+000     9.920E-014     8.500E-002
      2.337E+014     2.506E-001     0.000E+000     0.000E+000     1.811E-013     3.306E-015     0.000E+000     1.150E-016     0.000E+000     1.150E-013     8.500E-002
      2.504E+014     2.416E-001     0.000E+000     0.000E+000     1.966E-013     3.153E-015     0.000E+000     1.331E-016     0.000E+000     1.329E-013     8.500E-002
      2.683E+014     2.336E-001     0.000E+000     0.000E+000     2.140E-013     3.008E-015     0.000E+000     1.539E-016     0.000E+000     1.532E-013     8.500E-002
      2.875E+014     2.266E-001     0.000E+000     0.000E+000     2.335E-013     2.869E-015     0.000E+000     1.778E-016     0.000E+000     1.761E-013     8.500E-002
      3.080E+014     2.203E-001     0.000E+000     0.000E+000     2.555E-013     2.738E-015     0.000E+000     2.052E-016     0.000E+000     2.021E-013     8.500E-002
      3.301E+014     2.148E-001     0.000E+000     0.000E+000     2.802E-013     2.613E-015     0.000E+000     2.367E-016     0.000E+000     2.315E-013     8.500E-002
      3.537E+014     2.099E-001     0.000E+000     0.000E+000     3.078E-013     2.494E-015     0.000E+000     2.729E-016     0.000E+000     2.647E-013     8.500E-002
      3.790E+014     2.056E-001     0.000E+000     0.000E+000     3.388E-013     2.382E-015     0.000E+000     3.145E-016     0.000E+000     3.023E-013     8.500E-002
      4.061E+014     2.016E-001     0.000E+000     0.000E+000     3.736E-013     2.275E-015     0.000E+000     3.623E-016     0.000E+000     3.449E-013     8.500E-002
      4.351E+014     1.982E-001     0.000E+000     0.000E+000     4.125E-013     2.173E-015     0.000E+000     4.171E-016     0.000E+000     3.931E-013     8.500E-002
