  ** CALCULATED FRACTIONAL ABUNDANCES (/H2) ** 


   RADIUS         H              RH             GH             H+             H-             GH2            H2+            RH2            H3+            He          
      1.020E+014     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     8.500E-002
      1.093E+014     7.135E-009     0.000E+000     0.000E+000     4.353E-016     2.987E-018     0.000E+000     4.542E-018     0.000E+000     7.069E-015     8.500E-002
      1.171E+014     4.858E-009     0.000E+000     0.000E+000     4.886E-016     3.427E-018     0.000E+000     5.214E-018     0.000E+000     8.012E-015     8.500E-002
      1.255E+014     3.449E-009     0.000E+000     0.000E+000     5.484E-016     3.933E-018     0.000E+000     5.987E-018     0.000E+000     9.079E-015     8.500E-002
      1.345E+014     2.574E-009     0.000E+000     0.000E+000     6.154E-016     4.515E-018     0.000E+000     6.874E-018     0.000E+000     1.029E-014     8.500E-002
      1.441E+014     2.024E-009     0.000E+000     0.000E+000     6.907E-016     5.184E-018     0.000E+000     7.892E-018     0.000E+000     1.165E-014     8.500E-002
      1.544E+014     1.672E-009     0.000E+000     0.000E+000     7.752E-016     5.952E-018     0.000E+000     9.061E-018     0.000E+000     1.320E-014     8.500E-002
      1.654E+014     1.447E-009     0.000E+000     0.000E+000     8.701E-016     6.834E-018     0.000E+000     1.040E-017     0.000E+000     1.495E-014     8.500E-002
      1.773E+014     1.300E-009     0.000E+000     0.000E+000     9.766E-016     7.846E-018     0.000E+000     1.194E-017     0.000E+000     1.693E-014     8.500E-002
      1.899E+014     1.204E-009     0.000E+000     0.000E+000     1.096E-015     9.008E-018     0.000E+000     1.371E-017     0.000E+000     1.917E-014     8.500E-002
      2.035E+014     1.139E-009     0.000E+000     0.000E+000     1.230E-015     1.034E-017     0.000E+000     1.575E-017     0.000E+000     2.171E-014     8.500E-002
      2.181E+014     1.093E-009     0.000E+000     0.000E+000     1.381E-015     1.187E-017     0.000E+000     1.808E-017     0.000E+000     2.457E-014     8.500E-002
      2.337E+014     1.062E-009     0.000E+000     0.000E+000     1.550E-015     1.363E-017     0.000E+000     2.076E-017     0.000E+000     2.781E-014     8.500E-002
      2.504E+014     1.046E-009     0.000E+000     0.000E+000     1.740E-015     1.565E-017     0.000E+000     2.383E-017     0.000E+000     3.148E-014     8.500E-002
      2.683E+014     1.046E-009     0.000E+000     0.000E+000     1.953E-015     1.797E-017     0.000E+000     2.736E-017     0.000E+000     3.562E-014     8.500E-002
      2.875E+014     1.067E-009     0.000E+000     0.000E+000     2.192E-015     2.064E-017     0.000E+000     3.141E-017     0.000E+000     4.030E-014     8.500E-002
      3.080E+014     1.110E-009     0.000E+000     0.000E+000     2.460E-015     2.369E-017     0.000E+000     3.607E-017     0.000E+000     4.559E-014     8.500E-002
