  ** CALCULATED NUMBER DENSITIES (/CM^3) ** 


   RADIUS         H              RH             GH             H+             H-             GH2            H2+            RH2            H3+            He          
      1.020E+014     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     0.000E+000     3.683E+006
      1.093E+014     1.532E+006     0.000E+000     0.000E+000     6.955E-003     4.941E-010     0.000E+000     5.565E-009     0.000E+000     3.444E-006     3.208E+006
      1.171E+014     1.629E+006     0.000E+000     0.000E+000     1.222E-004     5.948E-010     0.000E+000     5.530E-009     0.000E+000     4.104E-006     2.794E+006
      1.255E+014     1.411E+006     0.000E+000     0.000E+000     5.083E-006     3.633E-010     0.000E+000     5.531E-009     0.000E+000     4.776E-006     2.433E+006
      1.345E+014     1.195E+006     0.000E+000     0.000E+000     3.443E-006     1.931E-010     0.000E+000     5.537E-009     0.000E+000     5.104E-006     2.119E+006
      1.441E+014     1.011E+006     0.000E+000     0.000E+000     3.234E-006     1.234E-010     0.000E+000     5.542E-009     0.000E+000     5.239E-006     1.846E+006
      1.544E+014     8.564E+005     0.000E+000     0.000E+000     3.085E-006     1.025E-010     0.000E+000     5.546E-009     0.000E+000     5.299E-006     1.608E+006
      1.654E+014     7.272E+005     0.000E+000     0.000E+000     2.966E-006     1.039E-010     0.000E+000     5.551E-009     0.000E+000     5.325E-006     1.400E+006
      1.773E+014     6.187E+005     0.000E+000     0.000E+000     2.870E-006     1.173E-010     0.000E+000     5.554E-009     0.000E+000     5.333E-006     1.220E+006
      1.899E+014     5.275E+005     0.000E+000     0.000E+000     2.788E-006     1.389E-010     0.000E+000     5.558E-009     0.000E+000     5.330E-006     1.062E+006
      2.035E+014     4.506E+005     0.000E+000     0.000E+000     2.717E-006     1.672E-010     0.000E+000     5.560E-009     0.000E+000     5.322E-006     9.252E+005
      2.181E+014     3.856E+005     0.000E+000     0.000E+000     2.654E-006     2.012E-010     0.000E+000     5.563E-009     0.000E+000     5.309E-006     8.058E+005
      2.337E+014     3.305E+005     0.000E+000     0.000E+000     2.597E-006     2.400E-010     0.000E+000     5.565E-009     0.000E+000     5.293E-006     7.018E+005
      2.504E+014     2.836E+005     0.000E+000     0.000E+000     2.545E-006     2.823E-010     0.000E+000     5.567E-009     0.000E+000     5.275E-006     6.113E+005
      2.683E+014     2.437E+005     0.000E+000     0.000E+000     2.497E-006     3.267E-010     0.000E+000     5.569E-009     0.000E+000     5.256E-006     5.324E+005
      2.875E+014     2.097E+005     0.000E+000     0.000E+000     2.453E-006     3.718E-010     0.000E+000     5.571E-009     0.000E+000     5.235E-006     4.637E+005
      3.080E+014     1.806E+005     0.000E+000     0.000E+000     2.412E-006     4.158E-010     0.000E+000     5.573E-009     0.000E+000     5.213E-006     4.039E+005
      3.301E+014     1.557E+005     0.000E+000     0.000E+000     2.373E-006     4.570E-010     0.000E+000     5.574E-009     0.000E+000     5.190E-006     3.517E+005
      3.537E+014     1.344E+005     0.000E+000     0.000E+000     2.337E-006     4.939E-010     0.000E+000     5.575E-009     0.000E+000     5.165E-006     3.064E+005
      3.790E+014     1.161E+005     0.000E+000     0.000E+000     2.302E-006     5.249E-010     0.000E+000     5.576E-009     0.000E+000     5.140E-006     2.668E+005
      4.061E+014     1.003E+005     0.000E+000     0.000E+000     2.270E-006     5.489E-010     0.000E+000     5.577E-009     0.000E+000     5.115E-006     2.324E+005
      4.351E+014     8.676E+004     0.000E+000     0.000E+000     2.239E-006     5.650E-010     0.000E+000     5.578E-009     0.000E+000     5.088E-006     2.024E+005
      4.662E+014     7.508E+004     0.000E+000     0.000E+000     2.209E-006     5.728E-010     0.000E+000     5.579E-009     0.000E+000     5.061E-006     1.763E+005
      4.996E+014     6.502E+004     0.000E+000     0.000E+000     2.180E-006     5.723E-010     0.000E+000     5.580E-009     0.000E+000     5.034E-006     1.535E+005
      5.353E+014     5.633E+004     0.000E+000     0.000E+000     2.153E-006     5.640E-010     0.000E+000     5.580E-009     0.000E+000     5.005E-006     1.337E+005
      5.736E+014     4.882E+004     0.000E+000     0.000E+000     2.127E-006     5.486E-010     0.000E+000     5.581E-009     0.000E+000     4.977E-006     1.165E+005
      6.146E+014     4.234E+004     0.000E+000     0.000E+000     2.101E-006     5.272E-010     0.000E+000     5.581E-009     0.000E+000     4.948E-006     1.014E+005
      6.586E+014     3.673E+004     0.000E+000     0.000E+000     2.077E-006     5.009E-010     0.000E+000     5.582E-009     0.000E+000     4.918E-006     8.835E+004
      7.057E+014     3.187E+004     0.000E+000     0.000E+000     2.052E-006     4.711E-010     0.000E+000     5.582E-009     0.000E+000     4.888E-006     7.695E+004
      7.561E+014     2.767E+004     0.000E+000     0.000E+000     2.029E-006     4.392E-010     0.000E+000     5.583E-009     0.000E+000     4.858E-006     6.702E+004
      8.102E+014     2.403E+004     0.000E+000     0.000E+000     2.006E-006     4.066E-010     0.000E+000     5.583E-009     0.000E+000     4.827E-006     5.837E+004
      8.682E+014     2.087E+004     0.000E+000     0.000E+000     1.984E-006     3.744E-010     0.000E+000     5.583E-009     0.000E+000     4.795E-006     5.084E+004
      9.303E+014     1.813E+004     0.000E+000     0.000E+000     1.962E-006     3.439E-010     0.000E+000     5.584E-009     0.000E+000     4.764E-006     4.428E+004
      9.968E+014     1.575E+004     0.000E+000     0.000E+000     1.941E-006     3.161E-010     0.000E+000     5.584E-009     0.000E+000     4.731E-006     3.857E+004
      1.068E+015     1.369E+004     0.000E+000     0.000E+000     1.920E-006     2.921E-010     0.000E+000     5.584E-009     0.000E+000     4.699E-006     3.359E+004
      1.144E+015     1.190E+004     0.000E+000     0.000E+000     1.900E-006     2.727E-010     0.000E+000     5.584E-009     0.000E+000     4.666E-006     2.926E+004
      1.226E+015     1.035E+004     0.000E+000     0.000E+000     1.880E-006     2.586E-010     0.000E+000     5.585E-009     0.000E+000     4.632E-006     2.548E+004
      1.314E+015     9.000E+003     0.000E+000     0.000E+000     1.862E-006     2.503E-010     0.000E+000     5.585E-009     0.000E+000     4.598E-006     2.219E+004
      1.408E+015     7.828E+003     0.000E+000     0.000E+000     1.844E-006     2.482E-010     0.000E+000     5.585E-009     0.000E+000     4.563E-006     1.933E+004
      1.509E+015     6.809E+003     0.000E+000     0.000E+000     1.827E-006     2.525E-010     0.000E+000     5.585E-009     0.000E+000     4.527E-006     1.684E+004
      1.617E+015     5.923E+003     0.000E+000     0.000E+000     1.812E-006     2.632E-010     0.000E+000     5.585E-009     0.000E+000     4.490E-006     1.466E+004
      1.732E+015     5.153E+003     0.000E+000     0.000E+000     1.799E-006     2.799E-010     0.000E+000     5.585E-009     0.000E+000     4.452E-006     1.277E+004
      1.856E+015     4.484E+003     0.000E+000     0.000E+000     1.788E-006     3.022E-010     0.000E+000     5.585E-009     0.000E+000     4.414E-006     1.112E+004
      1.989E+015     3.902E+003     0.000E+000     0.000E+000     1.780E-006     3.299E-010     0.000E+000     5.585E-009     0.000E+000     4.374E-006     9.688E+003
      2.131E+015     3.396E+003     0.000E+000     0.000E+000     1.776E-006     3.624E-010     0.000E+000     5.585E-009     0.000E+000     4.332E-006     8.438E+003
      2.283E+015     2.955E+003     0.000E+000     0.000E+000     1.777E-006     3.994E-010     0.000E+000     5.586E-009     0.000E+000     4.290E-006     7.349E+003
      2.447E+015     2.572E+003     0.000E+000     0.000E+000     1.784E-006     4.408E-010     0.000E+000     5.586E-009     0.000E+000     4.245E-006     6.401E+003
      2.622E+015     2.239E+003     0.000E+000     0.000E+000     1.799E-006     4.866E-010     0.000E+000     5.586E-009     0.000E+000     4.198E-006     5.575E+003
      2.809E+015     1.949E+003     0.000E+000     0.000E+000     1.823E-006     5.370E-010     0.000E+000     5.586E-009     0.000E+000     4.149E-006     4.855E+003
      3.010E+015     1.697E+003     0.000E+000     0.000E+000     1.859E-006     5.924E-010     0.000E+000     5.586E-009     0.000E+000     4.095E-006     4.229E+003
      3.226E+015     1.477E+003     0.000E+000     0.000E+000     1.909E-006     6.533E-010     0.000E+000     5.586E-009     0.000E+000     4.036E-006     3.683E+003
      3.456E+015     1.286E+003     0.000E+000     0.000E+000     1.975E-006     7.204E-010     0.000E+000     5.586E-009     0.000E+000     3.970E-006     3.208E+003
      3.703E+015     1.120E+003     0.000E+000     0.000E+000     2.060E-006     7.939E-010     0.000E+000     5.585E-009     0.000E+000     3.893E-006     2.794E+003
      3.968E+015     9.751E+002     0.000E+000     0.000E+000     2.167E-006     8.740E-010     0.000E+000     5.585E-009     0.000E+000     3.802E-006     2.433E+003
      4.252E+015     8.491E+002     0.000E+000     0.000E+000     2.300E-006     9.606E-010     0.000E+000     5.585E-009     0.000E+000     3.693E-006     2.119E+003
      4.556E+015     7.394E+002     0.000E+000     0.000E+000     2.460E-006     1.047E-009     0.000E+000     5.585E-009     0.000E+000     3.560E-006     1.846E+003
