  **  PHYSICAL PARAMETERS  **


   RADIUS      n(H2)       TEMP.       A_V         RAD.FIELD   K(ICOR)     K(ICOIP)    K(ICOAP)    DELTA_AUV   T_DUST      NMONO       ALL_ICE     
   3.537E+014  3.604E+006  5.924E+002  3.408E+000  1.098E-008  1.969E-021  0.000E+000  0.000E+000  4.020E+001  9.767E+002         NaN  0.000E+000
   3.790E+014  3.139E+006  5.644E+002  3.181E+000  3.347E-008  5.445E-021  0.000E+000  0.000E+000  4.126E+001  9.767E+002         NaN  0.000E+000
   4.061E+014  2.734E+006  5.378E+002  2.968E+000  9.499E-008  1.493E-020  0.000E+000  0.000E+000  4.225E+001  9.767E+002         NaN  0.000E+000
   4.351E+014  2.381E+006  5.124E+002  2.770E+000  2.524E-007  3.951E-020  0.000E+000  0.000E+000  4.317E+001  9.767E+002         NaN  0.000E+000
   4.662E+014  2.074E+006  4.882E+002  2.585E+000  6.307E-007  1.028E-019  0.000E+000  0.000E+000  4.403E+001  9.767E+002         NaN  0.000E+000
   4.996E+014  1.806E+006  4.652E+002  2.413E+000  1.488E-006  2.552E-019  0.000E+000  0.000E+000  4.483E+001  9.767E+002         NaN  0.000E+000
   5.353E+014  1.573E+006  4.432E+002  2.252E+000  3.330E-006  5.453E-019  0.000E+000  0.000E+000  4.558E+001  9.767E+002         NaN  0.000E+000
   5.736E+014  1.370E+006  4.223E+002  2.102E+000  7.087E-006  1.210E-018  0.000E+000  0.000E+000  4.628E+001  9.767E+002         NaN  0.000E+000
   6.146E+014  1.193E+006  4.024E+002  1.961E+000  1.440E-005  2.559E-018  0.000E+000  0.000E+000  4.693E+001  9.767E+002         NaN  0.000E+000
   6.586E+014  1.039E+006  3.834E+002  1.830E+000  2.800E-005  5.248E-018  0.000E+000  0.000E+000  4.754E+001  9.767E+002         NaN  0.000E+000
   7.057E+014  9.053E+005  3.653E+002  1.708E+000  5.226E-005  1.045E-017  0.000E+000  0.000E+000  4.811E+001  9.767E+002         NaN  0.000E+000
   7.561E+014  7.885E+005  3.480E+002  1.594E+000  9.387E-005  1.901E-017  0.000E+000  0.000E+000  4.864E+001  9.767E+002         NaN  0.000E+000
   8.102E+014  6.868E+005  3.316E+002  1.488E+000  1.627E-004  3.424E-017  0.000E+000  0.000E+000  4.913E+001  9.767E+002         NaN  0.000E+000
   8.682E+014  5.981E+005  3.159E+002  1.388E+000  2.725E-004  6.134E-017  0.000E+000  0.000E+000  4.960E+001  9.767E+002         NaN  0.000E+000
   9.303E+014  5.210E+005  3.010E+002  1.296E+000  4.423E-004  1.030E-016  0.000E+000  0.000E+000  5.003E+001  9.767E+002         NaN  0.000E+000
   9.968E+014  4.537E+005  2.868E+002  1.209E+000  6.969E-004  1.773E-016  0.000E+000  0.000E+000  5.043E+001  9.767E+002         NaN  0.000E+000
   1.068E+015  3.952E+005  2.733E+002  1.129E+000  1.068E-003  3.014E-016  0.000E+000  0.000E+000  5.080E+001  9.767E+002         NaN  0.000E+000
   1.144E+015  3.442E+005  2.604E+002  1.053E+000  1.594E-003  4.466E-016  0.000E+000  0.000E+000  5.115E+001  9.767E+002         NaN  0.000E+000
   1.226E+015  2.998E+005  2.481E+002  9.830E-001  2.322E-003  7.288E-016  0.000E+000  0.000E+000  5.148E+001  9.767E+002         NaN  0.000E+000
   1.314E+015  2.611E+005  2.364E+002  9.174E-001  3.306E-003  1.058E-015  0.000E+000  0.000E+000  5.179E+001  9.767E+002         NaN  0.000E+000
   1.408E+015  2.274E+005  2.252E+002  8.561E-001  4.608E-003  1.561E-015  0.000E+000  0.000E+000  5.207E+001  9.767E+002         NaN  0.000E+000
   1.509E+015  1.981E+005  2.146E+002  7.990E-001  6.295E-003  2.285E-015  0.000E+000  0.000E+000  5.234E+001  9.767E+002         NaN  0.000E+000
   1.617E+015  1.725E+005  2.045E+002  7.457E-001  8.442E-003  3.387E-015  0.000E+000  0.000E+000  5.258E+001  9.767E+002         NaN  0.000E+000
   1.732E+015  1.502E+005  1.948E+002  6.959E-001  1.112E-002  4.648E-015  0.000E+000  0.000E+000  5.282E+001  9.767E+002         NaN  0.000E+000
   1.856E+015  1.309E+005  1.856E+002  6.494E-001  1.442E-002  6.440E-015  0.000E+000  0.000E+000  5.303E+001  9.767E+002         NaN  0.000E+000
   1.989E+015  1.140E+005  1.769E+002  6.061E-001  1.841E-002  9.051E-015  0.000E+000  0.000E+000  5.323E+001  9.767E+002         NaN  0.000E+000
   2.131E+015  9.927E+004  1.685E+002  5.656E-001  2.317E-002  1.211E-014  0.000E+000  0.000E+000  5.342E+001  9.767E+002         NaN  0.000E+000
   2.283E+015  8.646E+004  1.606E+002  5.279E-001  2.878E-002  1.590E-014  0.000E+000  0.000E+000  5.360E+001  9.767E+002         NaN  0.000E+000
   2.447E+015  7.530E+004  1.530E+002  4.926E-001  3.529E-002  2.087E-014  0.000E+000  0.000E+000  5.376E+001  9.767E+002         NaN  0.000E+000
   2.622E+015  6.559E+004  1.458E+002  4.598E-001  4.278E-002  2.727E-014  0.000E+000  0.000E+000  5.391E+001  9.767E+002         NaN  0.000E+000
   2.809E+015  5.712E+004  1.389E+002  4.291E-001  5.127E-002  3.600E-014  0.000E+000  0.000E+000  5.406E+001  9.767E+002         NaN  0.000E+000
   3.010E+015  4.975E+004  1.323E+002  4.004E-001  6.082E-002  4.473E-014  0.000E+000  0.000E+000  5.419E+001  9.767E+002         NaN  0.000E+000
   3.226E+015  4.333E+004  1.261E+002  3.737E-001  7.144E-002  5.648E-014  0.000E+000  0.000E+000  5.431E+001  9.767E+002         NaN  0.000E+000
   3.456E+015  3.774E+004  1.201E+002  3.488E-001  8.314E-002  7.253E-014  0.000E+000  0.000E+000  5.443E+001  9.767E+002         NaN  0.000E+000
   3.703E+015  3.287E+004  1.144E+002  3.255E-001  9.592E-002  8.741E-014  0.000E+000  0.000E+000  5.454E+001  9.767E+002         NaN  0.000E+000
   3.968E+015  2.863E+004  1.090E+002  3.038E-001  1.098E-001  1.070E-013  0.000E+000  0.000E+000  5.464E+001  9.767E+002         NaN  0.000E+000
   4.252E+015  2.493E+004  1.039E+002  2.835E-001  1.246E-001  1.304E-013  0.000E+000  0.000E+000  5.473E+001  9.767E+002         NaN  0.000E+000
   4.556E+015  2.172E+004  9.900E+001  2.646E-001  1.405E-001  1.583E-013  0.000E+000  0.000E+000  5.482E+001  9.767E+002         NaN  0.000E+000
   4.882E+015  1.892E+004  9.432E+001  2.469E-001  1.572E-001  1.912E-013  0.000E+000  0.000E+000  5.490E+001  9.767E+002         NaN  0.000E+000
   5.231E+015  1.647E+004  8.987E+001  2.304E-001  1.749E-001  2.277E-013  0.000E+000  0.000E+000  5.498E+001  9.767E+002         NaN  0.000E+000
   5.605E+015  1.435E+004  8.563E+001  2.150E-001  1.933E-001  2.666E-013  0.000E+000  0.000E+000  5.505E+001  9.767E+002         NaN  0.000E+000
   6.006E+015  1.250E+004  8.159E+001  2.007E-001  2.125E-001  3.127E-013  0.000E+000  0.000E+000  5.512E+001  9.767E+002         NaN  0.000E+000
   6.436E+015  1.088E+004  7.773E+001  1.873E-001  2.323E-001  3.684E-013  0.000E+000  0.000E+000  5.518E+001  9.767E+002         NaN  0.000E+000
   6.896E+015  9.480E+003  7.407E+001  1.748E-001  2.526E-001  4.318E-013  0.000E+000  0.000E+000  5.524E+001  9.767E+002         NaN  0.000E+000
   7.389E+015  8.257E+003  7.057E+001  1.631E-001  2.735E-001  4.987E-013  0.000E+000  0.000E+000  5.529E+001  9.767E+002         NaN  0.000E+000
   7.918E+015  7.191E+003  6.724E+001  1.522E-001  2.947E-001  5.757E-013  0.000E+000  0.000E+000  5.534E+001  9.767E+002         NaN  0.000E+000
   8.484E+015  6.263E+003  6.406E+001  1.421E-001  3.163E-001  6.635E-013  0.000E+000  0.000E+000  5.539E+001  9.767E+002         NaN  0.000E+000
   9.091E+015  5.455E+003  6.104E+001  1.326E-001  3.381E-001  7.549E-013  0.000E+000  0.000E+000  5.544E+001  9.767E+002         NaN  0.000E+000
   9.741E+015  4.751E+003  5.816E+001  1.237E-001  3.600E-001  8.657E-013  0.000E+000  0.000E+000  5.548E+001  9.767E+002         NaN  0.000E+000
   1.044E+016  4.138E+003  5.541E+001  1.155E-001  3.820E-001  9.804E-013  0.000E+000  0.000E+000  5.551E+001  9.767E+002         NaN  0.000E+000
   1.118E+016  3.604E+003  5.280E+001  1.078E-001  4.041E-001  1.116E-012  0.000E+000  0.000E+000  5.555E+001  9.767E+002         NaN  0.000E+000
   1.198E+016  3.139E+003  5.031E+001  1.006E-001  4.260E-001  1.256E-012  0.000E+000  0.000E+000  5.558E+001  9.767E+002         NaN  0.000E+000
   1.284E+016  2.734E+003  4.793E+001  9.387E-002  4.478E-001  1.419E-012  0.000E+000  0.000E+000  5.562E+001  9.767E+002         NaN  0.000E+000
   1.376E+016  2.381E+003  4.567E+001  8.761E-002  4.695E-001  1.603E-012  0.000E+000  0.000E+000  5.564E+001  9.767E+002         NaN  0.000E+000
   1.474E+016  2.074E+003  4.351E+001  8.176E-002  4.908E-001  1.810E-012  0.000E+000  0.000E+000  5.567E+001  9.767E+002         NaN  0.000E+000
   1.580E+016  1.806E+003  4.146E+001  7.630E-002  5.119E-001  2.009E-012  0.000E+000  0.000E+000  5.570E+001  9.767E+002         NaN  0.000E+000
   1.693E+016  1.573E+003  3.950E+001  7.121E-002  5.326E-001  2.255E-012  0.000E+000  0.000E+000  5.572E+001  9.767E+002         NaN  0.000E+000
   1.814E+016  1.370E+003  3.764E+001  6.646E-002  5.529E-001  2.533E-012  0.000E+000  0.000E+000  5.574E+001  9.767E+002         NaN  0.000E+000
   1.944E+016  1.193E+003  3.586E+001  6.202E-002  5.727E-001  2.812E-012  0.000E+000  0.000E+000  5.576E+001  9.767E+002         NaN  0.000E+000
   2.083E+016  1.039E+003  3.417E+001  5.788E-002  5.921E-001  3.133E-012  0.000E+000  0.000E+000  5.578E+001  9.767E+002         NaN  0.000E+000
   2.232E+016  9.053E+002  3.255E+001  5.402E-002  6.110E-001  3.514E-012  0.000E+000  0.000E+000  5.580E+001  9.767E+002         NaN  0.000E+000
   2.391E+016  7.885E+002  3.102E+001  5.041E-002  6.293E-001  3.919E-012  0.000E+000  0.000E+000  5.582E+001  9.767E+002         NaN  0.000E+000
   2.562E+016  6.868E+002  2.955E+001  4.705E-002  6.471E-001  4.365E-012  0.000E+000  0.000E+000  5.583E+001  9.767E+002         NaN  0.000E+000
   2.745E+016  5.981E+002  2.816E+001  4.391E-002  6.642E-001  4.920E-012  0.000E+000  0.000E+000  5.585E+001  9.767E+002         NaN  0.000E+000
   2.942E+016  5.210E+002  2.683E+001  4.098E-002  6.808E-001  5.470E-012  0.000E+000  0.000E+000  5.586E+001  9.767E+002         NaN  0.000E+000
   3.152E+016  4.537E+002  2.556E+001  3.824E-002  6.968E-001  6.162E-012  0.000E+000  0.000E+000  5.587E+001  9.767E+002         NaN  0.000E+000
   3.378E+016  3.952E+002  2.436E+001  3.569E-002  7.122E-001  6.911E-012  0.000E+000  0.000E+000  5.589E+001  9.767E+002         NaN  0.000E+000
   3.619E+016  3.442E+002  2.321E+001  3.331E-002  7.271E-001  7.840E-012  0.000E+000  0.000E+000  5.590E+001  9.767E+002         NaN  0.000E+000
   3.878E+016  2.998E+002  2.211E+001  3.108E-002  7.413E-001  8.929E-012  0.000E+000  0.000E+000  5.591E+001  9.767E+002         NaN  0.000E+000
   4.155E+016  2.611E+002  2.107E+001  2.901E-002  7.549E-001  1.029E-011  0.000E+000  0.000E+000  5.592E+001  9.767E+002         NaN  0.000E+000
   4.452E+016  2.274E+002  2.007E+001  2.707E-002  7.679E-001  1.195E-011  0.000E+000  0.000E+000  5.593E+001  9.767E+002         NaN  0.000E+000
   4.771E+016  1.981E+002  1.913E+001  2.527E-002  7.804E-001  1.414E-011  0.000E+000  0.000E+000  5.593E+001  9.767E+002         NaN  0.000E+000
   5.112E+016  1.725E+002  1.822E+001  2.358E-002  7.923E-001  1.720E-011  0.000E+000  0.000E+000  5.594E+001  9.767E+002         NaN  0.000E+000
   5.478E+016  1.502E+002  1.736E+001  2.201E-002  8.037E-001  2.133E-011  0.000E+000  0.000E+000  5.595E+001  9.767E+002         NaN  0.000E+000
   5.869E+016  1.309E+002  1.654E+001  2.054E-002  8.145E-001  2.812E-011  0.000E+000  0.000E+000  5.596E+001  9.767E+002         NaN  0.000E+000
   6.289E+016  1.140E+002  1.576E+001  1.917E-002  8.248E-001  3.989E-011  0.000E+000  0.000E+000  5.596E+001  9.767E+002         NaN  0.000E+000
   6.739E+016  9.927E+001  1.502E+001  1.789E-002  8.346E-001  6.271E-011  0.000E+000  0.000E+000  5.597E+001  9.767E+002         NaN  0.000E+000
   7.221E+016  8.646E+001  1.431E+001  1.669E-002  8.440E-001  1.047E-010  0.000E+000  0.000E+000  5.597E+001  9.767E+002         NaN  0.000E+000
   7.737E+016  7.530E+001  1.363E+001  1.558E-002  8.528E-001  1.488E-010  0.000E+000  0.000E+000  5.598E+001  9.767E+002         NaN  0.000E+000
   8.291E+016  6.559E+001  1.299E+001  1.454E-002  8.613E-001  1.668E-010  0.000E+000  0.000E+000  5.598E+001  9.767E+002         NaN  0.000E+000
   8.884E+016  5.712E+001  1.238E+001  1.357E-002  8.693E-001  1.713E-010  0.000E+000  0.000E+000  5.599E+001  9.767E+002         NaN  0.000E+000
   9.519E+016  4.975E+001  1.179E+001  1.266E-002  8.769E-001  1.732E-010  0.000E+000  0.000E+000  5.599E+001  9.767E+002         NaN  0.000E+000
   1.020E+017  4.333E+001  1.124E+001  1.182E-002  8.841E-001  1.747E-010  0.000E+000  0.000E+000  5.600E+001  9.767E+002         NaN  0.000E+000
   1.093E+017  3.774E+001  1.071E+001  1.103E-002  8.909E-001  1.760E-010  0.000E+000  0.000E+000  5.600E+001  9.767E+002         NaN  0.000E+000
   1.171E+017  3.287E+001  1.020E+001  1.029E-002  8.973E-001  1.773E-010  0.000E+000  0.000E+000  5.600E+001  9.767E+002         NaN  0.000E+000
   1.255E+017  2.863E+001  1.000E+001  9.606E-003  9.034E-001  1.786E-010  0.000E+000  0.000E+000  5.601E+001  9.767E+002         NaN  0.000E+000
   1.345E+017  2.493E+001  1.000E+001  8.965E-003  9.092E-001  1.798E-010  0.000E+000  0.000E+000  5.601E+001  9.767E+002         NaN  0.000E+000
   1.441E+017  2.172E+001  1.000E+001  8.366E-003  9.147E-001  1.808E-010  0.000E+000  0.000E+000  5.601E+001  9.767E+002         NaN  0.000E+000
   1.544E+017  1.892E+001  1.000E+001  7.808E-003  9.198E-001  1.819E-010  0.000E+000  0.000E+000  5.602E+001  9.767E+002         NaN  0.000E+000
   1.654E+017  1.647E+001  1.000E+001  7.287E-003  9.247E-001  1.829E-010  0.000E+000  0.000E+000  5.602E+001  9.767E+002         NaN  0.000E+000
   1.773E+017  1.435E+001  1.000E+001  6.800E-003  9.293E-001  1.839E-010  0.000E+000  0.000E+000  5.602E+001  9.767E+002         NaN  0.000E+000
   1.899E+017  1.250E+001  1.000E+001  6.347E-003  9.336E-001  1.847E-010  0.000E+000  0.000E+000  5.602E+001  9.767E+002         NaN  0.000E+000
   2.035E+017  1.088E+001  1.000E+001  5.923E-003  9.377E-001  1.856E-010  0.000E+000  0.000E+000  5.602E+001  9.767E+002         NaN  0.000E+000
   2.181E+017  9.480E+000  1.000E+001  5.528E-003  9.416E-001  1.864E-010  0.000E+000  0.000E+000  5.603E+001  9.767E+002         NaN  0.000E+000
   2.337E+017  8.257E+000  1.000E+001  5.159E-003  9.452E-001  1.871E-010  0.000E+000  0.000E+000  5.603E+001  9.767E+002         NaN  0.000E+000
   2.504E+017  7.191E+000  1.000E+001  4.814E-003  9.486E-001  1.879E-010  0.000E+000  0.000E+000  5.603E+001  9.767E+002         NaN  0.000E+000
   2.683E+017  6.263E+000  1.000E+001  4.493E-003  9.518E-001  1.885E-010  0.000E+000  0.000E+000  5.603E+001  9.767E+002         NaN  0.000E+000
   2.875E+017  5.455E+000  1.000E+001  4.193E-003  9.549E-001  1.892E-010  0.000E+000  0.000E+000  5.603E+001  9.767E+002         NaN  0.000E+000
   3.080E+017  4.751E+000  1.000E+001  3.913E-003  9.577E-001  1.898E-010  0.000E+000  0.000E+000  5.603E+001  9.767E+002         NaN  0.000E+000
   3.301E+017  4.138E+000  1.000E+001  3.652E-003  9.604E-001  1.904E-010  0.000E+000  0.000E+000  5.603E+001  9.767E+002         NaN  0.000E+000
   3.537E+017  3.604E+000  1.000E+001  3.408E-003  9.629E-001  1.909E-010  0.000E+000  0.000E+000  5.604E+001  9.767E+002         NaN  0.000E+000
   3.790E+017  3.139E+000  1.000E+001  3.181E-003  9.653E-001  1.914E-010  0.000E+000  0.000E+000  5.604E+001  9.767E+002         NaN  0.000E+000
   4.061E+017  2.734E+000  1.000E+001  2.968E-003  9.675E-001  1.919E-010  0.000E+000  0.000E+000  5.604E+001  9.767E+002         NaN  0.000E+000
   4.351E+017  2.381E+000  1.000E+001  2.770E-003  9.696E-001  1.924E-010  0.000E+000  0.000E+000  5.604E+001  9.767E+002         NaN  0.000E+000
   4.662E+017  2.074E+000  1.000E+001  2.585E-003  9.715E-001  1.928E-010  0.000E+000  0.000E+000  5.604E+001  9.767E+002         NaN  0.000E+000
   4.996E+017  1.806E+000  1.000E+001  2.413E-003  9.734E-001  1.932E-010  0.000E+000  0.000E+000  5.604E+001  9.767E+002         NaN  0.000E+000
   5.353E+017  1.573E+000  1.000E+001  2.252E-003  9.751E-001  1.936E-010  0.000E+000  0.000E+000  5.604E+001  9.767E+002         NaN  0.000E+000
   5.736E+017  1.370E+000  1.000E+001  2.102E-003  9.767E-001  1.940E-010  0.000E+000  0.000E+000  5.604E+001  9.767E+002         NaN  0.000E+000
   6.146E+017  1.193E+000  1.000E+001  1.961E-003  9.782E-001  1.943E-010  0.000E+000  0.000E+000  5.604E+001  9.767E+002         NaN  0.000E+000
   6.586E+017  1.039E+000  1.000E+001  1.830E-003  9.796E-001  1.946E-010  0.000E+000  0.000E+000  5.604E+001  9.767E+002         NaN  0.000E+000
   7.057E+017  9.053E-001  1.000E+001  1.708E-003  9.809E-001  1.950E-010  0.000E+000  0.000E+000  5.604E+001  9.767E+002         NaN  0.000E+000
